FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality,ColorID,Color,QUALITYCATEGORY,prediction,error,error_decile,abs_error_decile,relative_error,PREDICTION2
6.0,0.27,0.3,14.7,0.044,15.0,144.0,0.99666,3.12,0.53,10.3,6,1,White,Mid,5.647794,-0.35220606276549926,3,1,-0.058701010460916546,6.0
6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,6,1,White,Mid,6.192984,0.19298425137457542,5,0,0.03216404189576257,6.0
6.0,0.27,0.32,3.6,0.035,36.0,133.0,0.99215,3.23,0.46,10.8,6,1,White,Mid,6.1638355,0.16383562585738431,4,0,0.027305937642897387,6.0
6.0,0.27,0.4,1.7,0.021,18.0,82.0,0.9891,3.24,0.95,13.13333333,6,1,White,Mid,6.531044,0.5310438916916587,5,2,0.08850731528194311,7.0
6.0,0.28,0.22,12.15,0.048,42.0,163.0,0.9957,3.2,0.46,10.1,5,1,White,Low,5.475588,0.4755877454562665,5,1,0.09511754909125329,5.0
6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,1,White,Mid,5.6969724,-0.303027600018277,4,1,-0.050504600003046164,6.0
6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,1,White,Mid,5.6969724,-0.303027600018277,4,1,-0.050504600003046164,6.0
6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,6,1,White,Mid,5.6969724,-0.303027600018277,4,1,-0.050504600003046164,6.0
6.0,0.28,0.25,1.8,0.042,8.0,108.0,0.9929,3.08,0.55,9.0,5,1,White,Low,4.9804263,-0.019573687716153643,4,0,-0.003914737543230728,5.0
6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13.0,7,1,White,Mid,6.8081155,-0.19188431172225684,4,0,-0.027412044531750977,7.0
6.0,0.28,0.27,2.3,0.051,23.0,147.0,0.994,3.23,0.67,10.3,6,1,White,Mid,5.6077633,-0.3922364774389875,3,1,-0.06537274623983125,6.0
6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5,1,White,Low,5.187759,0.18775887289309612,5,0,0.037551774578619225,5.0
6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5,1,White,Low,5.187759,0.18775887289309612,5,0,0.037551774578619225,5.0
6.0,0.28,0.34,1.6,0.119,33.0,104.0,0.9921,3.19,0.38,10.2,6,1,White,Mid,5.557189,-0.44281121193533046,3,1,-0.0738018686558884,6.0
6.0,0.28,0.49,6.8,0.048,61.0,222.0,0.9953,3.19,0.47,9.3,5,1,White,Low,5.285449,0.2854489084988634,5,1,0.057089781699772676,5.0
6.0,0.28,0.52,6.2,0.028,37.0,104.0,0.99161,3.28,0.51,11.8,7,1,White,Mid,6.8255997,-0.17440036205426424,4,0,-0.02491433743632346,7.0
6.0,0.29,0.2,12.6,0.045,45.0,187.0,0.9972,3.33,0.42,9.5,5,1,White,Low,5.259326,0.25932579779993237,5,0,0.051865159559986475,5.0
6.0,0.29,0.21,1.3,0.055,42.0,168.0,0.9914,3.32,0.43,11.1,6,1,White,Mid,5.8708844,-0.12911569016816227,4,0,-0.02151928169469371,6.0
6.0,0.29,0.21,15.55,0.043,20.0,142.0,0.99658,3.11,0.54,10.1,6,1,White,Mid,5.5970054,-0.40299486414761176,3,1,-0.06716581069126863,6.0
6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.98794,3.08,0.43,13.2,6,1,White,Mid,6.299761,0.2997607832694804,5,1,0.049960130544913404,6.0
6.0,0.29,0.25,1.4,0.033,30.0,114.0,0.98794,3.08,0.43,13.2,6,1,White,Mid,6.299761,0.2997607832694804,5,1,0.049960130544913404,6.0
6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.96666667,7,1,White,Mid,6.623974,-0.37602620168808887,3,1,-0.053718028812584126,7.0
6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,11.0,7,1,White,Mid,6.6491494,-0.35085066769957773,3,1,-0.05012152395708253,7.0
6.0,0.31,0.24,3.3,0.041,25.0,143.0,0.9914,3.31,0.44,11.3,6,1,White,Mid,6.038167,0.03816700619738711,4,0,0.006361167699564518,6.0
6.0,0.32,0.3,1.9,0.033,41.0,142.0,0.98912,3.29,0.42,12.8,7,1,White,Mid,6.8523116,-0.14768830515978593,4,0,-0.021098329308540848,7.0
6.0,0.32,0.3,1.9,0.033,41.0,142.0,0.98912,3.29,0.42,12.8,7,1,White,Mid,6.8523116,-0.14768830515978593,4,0,-0.021098329308540848,7.0
6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,6,1,White,Mid,6.0240808,0.024080925243916695,4,0,0.004013487540652783,6.0
6.0,0.32,0.33,9.9,0.032,22.0,90.0,0.99258,3.1,0.43,12.1,7,1,White,Mid,6.5816803,-0.41831968975548683,3,1,-0.05975995567935526,7.0
6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,6,1,White,Mid,6.1890755,0.18907553200068072,5,0,0.03151258866678012,6.0
6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,5,1,White,Low,5.1594706,0.15947077247170238,4,0,0.03189415449434048,5.0
6.0,0.33,0.27,0.8,0.185,12.0,188.0,0.9924,3.12,0.62,9.4,5,1,White,Low,5.1654,0.16540023587899455,4,0,0.03308004717579891,5.0
6.0,0.33,0.32,12.9,0.054,6.0,113.0,0.99572,3.3,0.56,11.5,4,0,Red,Low,5.2763157,1.2763157934471927,7,4,0.3190789483617982,5.0
6.0,0.34,0.24,5.4,0.06,23.0,126.0,0.9951,3.25,0.44,9.0,7,1,White,Mid,5.4973626,-1.502637554771752,1,5,-0.21466250782453603,5.0
6.0,0.34,0.29,6.1,0.046,29.0,134.0,0.99462,3.48,0.57,10.7,6,1,White,Mid,5.959196,-0.04080372564362289,4,0,-0.006800620940603815,6.0
6.0,0.34,0.32,3.8,0.044,13.0,116.0,0.99108,3.39,0.44,11.8,7,1,White,Mid,6.281783,-0.718216924514592,3,2,-0.10260241778779886,6.0
6.0,0.35,0.46,0.9,0.033,9.0,65.0,0.98934,3.24,0.35,12.1,4,1,White,Low,5.8361063,1.8361061994410273,8,6,0.4590265498602568,6.0
6.0,0.35,0.51,1.2,0.029,10.0,102.0,0.9903,3.46,0.42,11.9,6,1,White,Mid,5.724004,-0.27599597927079245,4,1,-0.04599932987846541,6.0
6.0,0.36,0.16,6.3,0.036,36.0,191.0,0.9942,3.17,0.62,9.8,5,1,White,Low,5.330101,0.33010091524089713,5,1,0.06602018304817943,5.0
6.0,0.36,0.32,1.1,0.053,26.0,173.0,0.99414,3.38,0.54,8.8,5,1,White,Low,5.3783426,0.37834270941766324,5,1,0.07566854188353264,5.0
6.0,0.36,0.39,3.2,0.027,20.0,125.0,0.991,3.38,0.39,11.3,7,1,White,Mid,6.735433,-0.26456695355186977,4,0,-0.03779527907883854,7.0
6.0,0.37,0.32,1.0,0.053,31.0,218.5,0.9924,3.29,0.72,9.8,6,1,White,Mid,5.501765,-0.49823503570756245,3,1,-0.08303917261792708,6.0
6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,3.18,0.47,13.6,7,1,White,Mid,6.8793206,-0.12067950463458388,4,0,-0.01723992923351198,7.0
6.0,0.39,0.17,12.0,0.046,65.0,246.0,0.9976,3.15,0.38,9.0,6,1,White,Mid,5.318236,-0.6817640417775044,3,2,-0.11362734029625073,5.0
6.0,0.39,0.26,2.7,0.038,39.0,187.0,0.99325,3.41,0.5,10.8,6,1,White,Mid,6.0122705,0.012270528812385884,4,0,0.002045088135397647,6.0
6.0,0.395,0.0,1.4,0.042,7.0,55.0,0.99135,3.37,0.38,11.2,4,1,White,Low,4.7712464,0.7712462973352165,6,2,0.19281157433380414,5.0
6.0,0.4,0.3,1.6,0.047,30.0,117.0,0.9931,3.17,0.48,10.1,6,1,White,Mid,5.4721766,-0.5278234956153964,3,1,-0.08797058260256607,5.0
6.0,0.41,0.21,1.9,0.05,29.0,122.0,0.9928,3.42,0.52,10.5,6,1,White,Mid,5.8193583,-0.18064185662453536,4,0,-0.030106976104089227,6.0
6.0,0.41,0.23,1.1,0.066,22.0,148.0,0.99266,3.3,0.47,9.633333333,5,1,White,Low,5.2603955,0.260395394595915,5,0,0.052079078919182994,5.0
6.0,0.42,0.19,2.0,0.075,22.0,47.0,0.99522,3.39,0.78,10.0,6,0,Red,Mid,6.0007234,7.231584080304998E-4,4,0,1.2052640133841663E-4,6.0
6.0,0.44,0.26,3.1,0.053,57.0,128.0,0.98982,3.22,0.39,12.7,6,1,White,Mid,6.5477138,0.5477139453757873,5,2,0.09128565756263123,7.0
6.0,0.45,0.65,9.7,0.08,11.0,159.0,0.9956,3.04,0.48,9.4,5,1,White,Low,4.930337,-0.06966327716967058,4,0,-0.013932655433934116,5.0
6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,6,0,Red,Mid,5.9588494,-0.04115052906346062,4,0,-0.006858421510576769,6.0
6.0,0.495,0.27,5.0,0.157,17.0,129.0,0.99396,3.03,0.36,9.3,5,1,White,Low,5.1332083,0.1332084191121803,4,0,0.026641683822436056,5.0
6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,5,0,Red,Low,5.00674,0.006740301458052045,4,0,0.0013480602916104089,5.0
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,6,0,Red,Mid,5.8235765,-0.17642357968388822,4,0,-0.029403929947314705,6.0
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,6,0,Red,Mid,5.8235765,-0.17642357968388822,4,0,-0.029403929947314705,6.0
6.0,0.52,0.33,7.7,0.046,24.0,119.0,0.99224,3.04,0.38,11.0,6,1,White,Mid,5.513315,-0.48668487744232625,3,1,-0.08111414624038771,6.0
6.0,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46,9.1,5,1,White,Low,5.0630517,0.06305165418993308,4,0,0.012610330837986617,5.0
6.0,0.59,0.0,0.8,0.037,30.0,95.0,0.99032,3.1,0.4,10.9,4,1,White,Low,5.0234447,1.023444531370325,6,3,0.2558611328425813,5.0
6.0,0.67,0.07,1.2,0.06,9.0,108.0,0.9931,3.11,0.35,8.7,4,1,White,Low,4.5534873,0.5534873019112929,5,2,0.13837182547782323,5.0
6.1,0.105,0.31,1.3,0.037,55.0,145.0,0.9912,3.41,0.41,11.1,7,1,White,Mid,6.6370907,-0.36290942810370463,3,1,-0.051844204014814946,7.0
6.1,0.125,0.25,3.3,0.04,10.0,69.0,0.9934,3.54,0.59,10.1,6,1,White,Mid,5.7323003,-0.26769984652337,4,1,-0.04461664108722833,6.0
6.1,0.14,0.25,1.3,0.047,37.0,173.0,0.9925,3.35,0.46,10.0,6,1,White,Mid,5.6883,-0.3117000213262573,3,1,-0.05195000355437621,6.0
6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,10.6,6,1,White,Mid,5.798223,-0.20177691833234324,4,0,-0.03362948638872387,6.0
6.1,0.15,0.35,15.8,0.042,55.0,158.0,0.99642,3.24,0.37,10.6,5,1,White,Low,5.885194,0.885194027505702,6,3,0.1770388055011404,6.0
6.1,0.16,0.27,12.6,0.064,63.0,162.0,0.9994,3.66,0.43,8.9,5,1,White,Low,6.3084483,1.308448342652957,7,4,0.2616896685305914,6.0
6.1,0.16,0.34,6.1,0.034,31.0,114.0,0.99365,3.32,0.58,10.15,7,1,White,Mid,6.514862,-0.48513803908606956,3,1,-0.06930543415515279,7.0
6.1,0.16,0.37,1.1,0.031,37.0,97.0,0.9922,3.4,0.58,10.5,6,1,White,Mid,6.253894,0.2538936353664587,5,0,0.04231560589440978,6.0
6.1,0.17,0.28,2.5,0.028,22.0,98.0,0.99072,3.16,0.37,11.1,7,1,White,Mid,6.500093,-0.4999068527295556,3,1,-0.0714152646756508,7.0
6.1,0.17,0.29,1.1,0.041,32.0,92.0,0.99036,3.26,0.57,11.2,6,1,White,Mid,6.212524,0.2125237528550885,5,0,0.03542062547584809,6.0
6.1,0.17,0.42,15.1,0.033,28.0,124.0,0.99684,2.87,0.47,9.5,5,1,White,Low,5.757019,0.7570191687327004,6,2,0.15140383374654007,6.0
6.1,0.18,0.36,2.0,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,6,1,White,Mid,6.243454,0.24345383198258652,5,0,0.04057563866376442,6.0
6.1,0.18,0.38,2.3,0.033,28.0,111.0,0.98962,3.16,0.49,12.4,6,1,White,Mid,6.4557223,0.45572235009744855,5,1,0.07595372501624142,6.0
6.1,0.19,0.37,2.6,0.041,24.0,99.0,0.99153,3.18,0.5,10.9,6,1,White,Mid,6.0605674,0.060567447206625324,4,0,0.010094574534437553,6.0
6.1,0.2,0.34,9.5,0.041,38.0,201.0,0.995,3.14,0.44,10.1,3,1,White,Low,5.2603016,2.260301777375158,9,8,0.7534339257917194,5.0
6.1,0.2,0.4,1.9,0.028,32.0,138.0,0.9914,3.26,0.72,11.7,5,1,White,Low,6.2992115,1.2992115159993523,7,4,0.25984230319987045,6.0
6.1,0.21,0.3,6.3,0.039,47.0,136.0,0.99068,3.27,0.31,12.7,6,1,White,Mid,6.552535,0.5525349884392972,5,2,0.09208916473988286,7.0
6.1,0.22,0.25,12.1,0.035,54.0,135.0,0.99481,3.21,0.4,10.7,5,1,White,Low,5.673694,0.6736940682481256,5,2,0.13473881364962512,6.0
6.1,0.22,0.28,16.55,0.059,54.0,135.0,0.99665,3.2,0.38,10.5,5,1,White,Low,5.4816046,0.4816047066348972,5,1,0.09632094132697944,5.0
6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.9884,3.19,0.33,13.4,6,1,White,Mid,6.4145575,0.41455767152042,5,1,0.06909294525340333,6.0
6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5,1,White,Low,5.3814955,0.3814955624247167,5,1,0.07629911248494334,5.0
6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5,1,White,Low,5.3814955,0.3814955624247167,5,1,0.07629911248494334,5.0
6.1,0.23,0.27,9.8,0.055,74.0,134.0,0.99534,3.16,0.4,10.2,6,1,White,Mid,5.7020392,-0.2979605800886542,4,1,-0.04966009668144237,6.0
6.1,0.23,0.45,10.6,0.094,49.0,169.0,0.99699,3.05,0.54,8.8,5,1,White,Low,5.3851924,0.3851922728517092,5,1,0.07703845457034184,5.0
6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9,6,1,White,Mid,6.066536,0.06653616547358965,4,0,0.011089360912264942,6.0
6.1,0.25,0.24,12.1,0.046,51.0,172.0,0.998,3.35,0.45,9.5,5,1,White,Low,5.324544,0.3245439392353653,5,1,0.06490878784707306,5.0
6.1,0.25,0.3,1.2,0.036,42.0,107.0,0.991,3.34,0.56,10.8,7,1,White,Mid,6.558398,-0.4416020562104883,3,1,-0.06308600803006977,7.0
6.1,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,3.07,0.45,9.2,6,1,White,Mid,5.6689267,-0.3310731300584653,3,1,-0.05517885500974421,6.0
6.1,0.255,0.44,12.3,0.045,53.0,197.0,0.9967,3.24,0.54,9.5,6,1,White,Mid,5.543664,-0.4563360806675929,3,1,-0.07605601344459882,6.0
6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.98918,3.14,0.44,12.5,6,1,White,Mid,6.1791167,0.17911694241209908,4,0,0.029852823735349848,6.0
6.1,0.27,0.28,9.8,0.042,61.0,125.0,0.99532,3.14,0.42,10.2,6,1,White,Mid,5.914618,-0.08538181491533958,4,0,-0.014230302485889931,6.0
6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1,7,1,White,Mid,6.5577683,-0.4422317774301776,3,1,-0.06317596820431108,7.0
6.1,0.27,0.31,3.9,0.034,42.0,137.0,0.99218,3.24,0.46,10.9,6,1,White,Mid,6.198121,0.1981211993952785,5,0,0.033020199899213086,6.0
6.1,0.27,0.44,6.7,0.041,61.0,230.0,0.99505,3.12,0.4,8.9,5,1,White,Low,5.362594,0.36259400834478317,5,1,0.07251880166895663,5.0
6.1,0.28,0.22,1.8,0.034,32.0,116.0,0.9898,3.36,0.44,12.6,6,1,White,Mid,6.4803505,0.4803506622374698,5,1,0.08005844370624497,6.0
6.1,0.28,0.24,19.95,0.074,32.0,174.0,0.99922,3.19,0.44,9.3,6,1,White,Mid,5.4720926,-0.5279074792501879,3,1,-0.08798457987503132,5.0
6.1,0.28,0.25,12.9,0.054,34.0,189.0,0.9979,3.25,0.43,9.0,4,1,White,Low,5.26537,1.2653700124423333,7,4,0.3163425031105833,5.0
6.1,0.28,0.25,6.9,0.056,44.0,201.0,0.9955,3.19,0.4,9.1,6,1,White,Mid,5.405623,-0.5943772478300282,3,2,-0.09906287463833803,5.0
6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.98894,3.03,0.41,12.1,6,1,White,Mid,6.113887,0.1138867008178499,4,0,0.018981116802974984,6.0
6.1,0.28,0.27,8.0,0.048,41.0,162.0,0.99498,3.21,0.51,9.9,5,1,White,Low,5.4757032,0.4757030335829908,5,1,0.09514060671659816,5.0
6.1,0.28,0.3,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11.0,6,1,White,Mid,6.1575174,0.15751726478618977,4,0,0.02625287746436496,6.0
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,7,1,White,Mid,6.9054704,-0.09452952814745874,4,0,-0.01350421830677982,7.0
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,7,1,White,Mid,6.9054704,-0.09452952814745874,4,0,-0.01350421830677982,7.0
6.1,0.3,0.32,2.2,0.042,41.0,142.0,0.98952,3.31,0.44,12.7,7,1,White,Mid,6.601393,-0.39860672457561375,3,1,-0.05694381779651625,7.0
6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5,5,1,White,Low,5.250056,0.2500557116578106,5,0,0.05001114233156212,5.0
6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,5,0,Red,Low,5.060708,0.060708177164187305,4,0,0.012141635432837462,5.0
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,5,0,Red,Low,5.5229716,0.5229716860936886,5,1,0.10459433721873772,6.0
6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,3.34,0.52,10.2,6,1,White,Mid,5.975782,-0.024218206498992423,4,0,-0.0040363677498320705,6.0
6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,3.34,0.52,10.2,6,1,White,Mid,5.975782,-0.024218206498992423,4,0,-0.0040363677498320705,6.0
6.1,0.33,0.3,3.0,0.036,30.0,124.0,0.98922,3.31,0.4,13.1,7,1,White,Mid,6.8448195,-0.15518023423020022,4,0,-0.022168604890028604,7.0
6.1,0.33,0.32,7.8,0.052,52.0,183.0,0.99657,3.39,0.65,9.5,5,1,White,Low,5.3470054,0.34700534941954864,5,1,0.06940106988390973,5.0
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,1,White,Low,5.106711,0.1067111205011777,4,0,0.021342224100235542,5.0
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,5,0,Red,Low,5.0537224,0.05372223383474495,4,0,0.01074444676694899,5.0
6.1,0.35,0.24,2.3,0.034,25.0,133.0,0.9906,3.34,0.59,12.0,7,1,White,Mid,6.819779,-0.18022115255655535,4,0,-0.025745878936650764,7.0
6.1,0.36,0.16,6.4,0.037,36.0,198.0,0.9944,3.17,0.62,9.9,6,1,White,Mid,5.4845395,-0.5154604516990915,3,1,-0.08591007528318191,5.0
6.1,0.36,0.26,8.15,0.035,14.0,88.0,0.99031,3.06,0.27,13.0,7,1,White,Mid,6.777685,-0.22231487462517752,4,0,-0.03175926780359679,7.0
6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.9917,3.4,0.71,11.5,7,1,White,Mid,6.4607954,-0.5392046927534064,3,2,-0.0770292418219152,6.0
6.1,0.37,0.2,7.6,0.031,49.0,170.0,0.99558,3.22,0.48,9.5,5,1,White,Low,5.290598,0.2905977586270536,5,1,0.05811955172541072,5.0
6.1,0.37,0.36,4.7,0.035,36.0,116.0,0.991,3.31,0.62,12.6,6,1,White,Mid,6.984821,0.9848208602022224,6,3,0.16413681003370373,7.0
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4,1,White,Low,4.8726616,0.8726618220227298,6,3,0.21816545550568245,5.0
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4,1,White,Low,4.8726616,0.8726618220227298,6,3,0.21816545550568245,5.0
6.1,0.38,0.15,1.8,0.072,6.0,19.0,0.9955,3.42,0.57,9.4,5,0,Red,Low,5.1673646,0.16736440097246685,4,0,0.03347288019449337,5.0
6.1,0.4,0.18,9.0,0.051,28.5,259.0,0.9964,3.19,0.5,8.8,5,1,White,Low,5.152937,0.15293712176643126,4,0,0.030587424353286253,5.0
6.1,0.41,0.04,1.3,0.036,23.0,121.0,0.99228,3.24,0.61,9.9,6,1,White,Mid,5.517838,-0.48216222895659033,3,1,-0.08036037149276505,6.0
6.1,0.44,0.28,4.25,0.032,43.0,132.0,0.9916,3.26,0.47,11.3,7,1,White,Mid,6.55126,-0.4487398138628649,3,1,-0.06410568769469498,7.0
6.1,0.45,0.27,0.8,0.039,13.0,82.0,0.9927,3.23,0.32,9.5,5,1,White,Low,4.893584,-0.10641614722284665,4,0,-0.02128322944456933,5.0
6.1,0.55,0.15,9.8,0.031,19.0,125.0,0.9957,3.36,0.47,10.2,6,1,White,Mid,5.484421,-0.5155790368617241,3,1,-0.08592983947695403,5.0
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,6,0,Red,Mid,5.3088117,-0.6911882766972459,3,2,-0.11519804611620765,5.0
6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,3.31,0.38,9.4,4,1,White,Low,4.650636,0.650636015535687,5,2,0.16265900388392174,5.0
6.1,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,5,0,Red,Low,5.2314253,0.23142535268036113,5,0,0.046285070536072226,5.0
6.1,0.6,0.12,1.8,0.05,11.0,76.0,0.99268,3.42,0.48,10.4,4,1,White,Low,4.960966,0.960966134074642,6,3,0.2402415335186605,5.0
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.99358,3.47,0.45,11.0,5,0,Red,Low,5.2144146,0.21441481772404014,5,0,0.04288296354480803,5.0
6.1,0.68,0.52,1.4,0.037,32.0,123.0,0.99022,3.24,0.45,12.0,6,1,White,Mid,6.0565267,0.05652648821136719,4,0,0.009421081368561198,6.0
6.1,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,5,0,Red,Low,5.279012,0.2790123240261666,5,1,0.05580246480523332,5.0
6.1,0.715,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,5,0,Red,Low,5.3898416,0.38984147937725044,5,1,0.0779682958754501,5.0
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47,12.0,5,1,White,Low,5.7227907,0.7227908597609742,6,2,0.14455817195219484,6.0
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.99076,3.39,0.47,12.0,5,1,White,Low,5.7227907,0.7227908597609742,6,2,0.14455817195219484,6.0
6.2,0.1,0.41,1.0,0.04,17.0,76.0,0.98988,3.14,0.56,11.4,7,1,White,Mid,6.2960615,-0.7039384321816202,3,2,-0.10056263316880289,6.0
6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.9951,3.52,0.37,10.5,6,1,White,Mid,5.982603,-0.017396975331938513,4,0,-0.002899495888656419,6.0
6.2,0.12,0.34,1.5,0.045,43.0,117.0,0.9939,3.42,0.51,9.0,6,1,White,Mid,6.0676527,0.06765279966598126,4,0,0.011275466610996876,6.0
6.2,0.15,0.46,1.6,0.039,38.0,123.0,0.993,3.38,0.51,9.7,6,1,White,Mid,6.1364307,0.13643084081614454,4,0,0.022738473469357423,6.0
6.2,0.15,0.49,0.9,0.033,17.0,51.0,0.9932,3.3,0.7,9.4,6,1,White,Mid,5.848077,-0.1519231163674588,4,0,-0.02532051939457647,6.0
6.2,0.16,0.32,1.1,0.036,74.0,184.0,0.99096,3.22,0.41,11.0,6,1,White,Mid,6.173975,0.1739751210028757,4,0,0.028995853500479285,6.0
6.2,0.16,0.33,1.1,0.057,21.0,82.0,0.991,3.32,0.46,10.9,7,1,White,Mid,6.302005,-0.6979953134990922,3,2,-0.09971361621415602,6.0
6.2,0.16,0.34,1.7,0.038,85.0,153.0,0.9909,3.33,0.86,12.0,7,1,White,Mid,6.963565,-0.036435224706582225,4,0,-0.005205032100940318,7.0
6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,6,1,White,Mid,6.1641927,0.16419250045022604,4,0,0.02736541674170434,6.0
6.2,0.19,0.29,4.3,0.045,33.0,126.0,0.99658,3.18,0.42,9.3,6,1,White,Mid,5.7937174,-0.20628246895843283,4,0,-0.03438041149307214,6.0
6.2,0.19,0.38,5.1,0.019,22.0,82.0,0.98961,3.05,0.36,12.5,6,1,White,Mid,6.4618654,0.46186558350843043,5,1,0.07697759725140507,6.0
6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6,6,1,White,Mid,5.906327,-0.0936731651249545,4,0,-0.015612194187492415,6.0
6.2,0.2,0.26,1.1,0.047,42.0,119.0,0.99158,3.48,0.6,11.0,7,1,White,Mid,6.433628,-0.5663716827060963,3,2,-0.08091024038658519,6.0
6.2,0.2,0.28,1.1,0.039,24.0,78.0,0.9899,3.36,0.47,12.1,6,1,White,Mid,6.3267922,0.32679220214666316,5,1,0.05446536702444386,6.0
6.2,0.2,0.29,11.8,0.035,21.0,93.0,0.99364,3.18,0.34,11.9,6,1,White,Mid,6.259755,0.2597549210035588,5,0,0.04329248683392647,6.0
6.2,0.2,0.31,1.0,0.031,22.0,73.0,0.99035,3.24,0.52,11.3,6,1,White,Mid,6.019335,0.019334959145648867,4,0,0.003222493190941478,6.0
6.2,0.2,0.32,2.8,0.05,17.0,126.0,0.9936,3.18,0.55,9.4,6,1,White,Mid,5.8202105,-0.1797894658976258,4,0,-0.02996491098293763,6.0
6.2,0.2,0.49,1.6,0.065,17.0,143.0,0.9937,3.22,0.52,9.2,6,1,White,Mid,5.6946936,-0.3053066501113628,4,1,-0.050884441685227134,6.0
6.2,0.21,0.26,13.1,0.05,59.0,150.0,0.99772,3.31,0.46,9.0,5,1,White,Low,5.3878045,0.38780443934430764,5,1,0.07756088786886153,5.0
6.2,0.21,0.28,5.7,0.028,45.0,121.0,0.99168,3.21,1.08,12.15,7,1,White,Mid,6.931155,-0.0688446926473345,4,0,-0.009834956092476357,7.0
6.2,0.21,0.34,6.6,0.03,36.0,91.0,0.9914,3.32,0.45,12.5,7,1,White,Mid,6.809192,-0.1908077319378947,4,0,-0.02725824741969924,7.0
6.2,0.21,0.52,6.5,0.047,28.0,123.0,0.99418,3.22,0.49,9.9,6,1,White,Mid,5.8015203,-0.1984797869328485,4,0,-0.03307996448880809,6.0
